39786,191736004,snomed
39786,22253000,snomed
39786,35489007,snomed
39786,408858002,snomed
39786,F90.1,icd10
39786,G93.3,icd10
39786,F42,icd10
39786,F42.8,icd10
39786,F42.9,icd10
39786,R52,icd10
39786,G89,icd10
39786,F32.89,icd10
39786,F32.8,icd10
3355,409668002,snomed
3355,69896004,snomed
3355,225655006,snomed
3355,9631008,snomed
3355,23583003,snomed
3355,254666005,snomed
3355,410795001,snomed
3355,266599000,snomed
3355,H53.71,icd10
3355,M06.251,icd10
3355,M06.22,icd10
3355,M05.10,icd10
3355,M06,icd10
3355,M06.80,icd10
3355,M06.9,icd10
3355,M06.23,icd10
3355,M06.219,icd10
3355,M06.252,icd10
3355,M06.211,icd10
3355,M06.241,icd10
3355,M06.26,icd10
3355,M06.8,icd10
3355,M06.29,icd10
3355,M06.229,icd10
3355,M06.259,icd10
3355,M06.262,icd10
3355,M06.88,icd10
3355,M06.212,icd10
3355,M06.272,icd10
3355,M06.239,icd10
3355,M06.20,icd10
3355,M06.27,icd10
3355,M05.30,icd10
3355,M06.242,icd10
3355,M06.21,icd10
3355,M06.261,icd10
3355,M06.25,icd10
3355,M06.249,icd10
3355,M06.279,icd10
3355,M06.231,icd10
3355,M06.24,icd10
3355,M06.89,icd10
3355,M06.271,icd10
3355,M06.221,icd10
3355,M05.3,icd10
3355,M06.269,icd10
3355,M06.232,icd10
3355,M06.222,icd10
3355,M05,icd10
3355,M45.7,icd10
3355,M45.1,icd10
3355,M45.3,icd10
3355,M45.8,icd10
3355,M45,icd10
3355,M45.9,icd10
3355,M45.6,icd10
3355,M45.4,icd10
3355,M45.2,icd10
3355,M45.0,icd10
3355,M08.08,icd10
3355,M45.5,icd10
3355,M08.28,icd10
3355,M08.032,icd10
3355,M08.90,icd10
3355,M08.911,icd10
3355,M08.042,icd10
3355,M08.80,icd10
3355,M08.862,icd10
3355,M08.932,icd10
3355,M08.861,icd10
3355,M08.97,icd10
3355,M08.08,icd10
3355,M08.062,icd10
3355,M08.972,icd10
3355,M08.872,icd10
3355,M08.831,icd10
3355,M08.931,icd10
3355,M08.939,icd10
3355,M08.921,icd10
3355,M08.039,icd10
3355,M08.819,icd10
3355,M08.049,icd10
3355,M08.011,icd10
3355,M08.079,icd10
3355,M08.041,icd10
3355,M08.951,icd10
3355,M08.929,icd10
3355,M08.962,icd10
3355,M08.812,icd10
3355,M08.99,icd10
3355,M08.949,icd10
3355,M08.941,icd10
3355,M08.89,icd10
3355,M08.971,icd10
3355,M08.88,icd10
3355,M08.91,icd10
3355,M08.022,icd10
3355,M08.859,icd10
3355,M08.06,icd10
3355,M08.9,icd10
3355,M08.071,icd10
3355,M08.00,icd10
3355,M08.912,icd10
3355,M08.851,icd10
3355,M08.919,icd10
3355,M08.922,icd10
3355,M08.069,icd10
3355,M08.961,icd10
3355,M08.979,icd10
3355,M08.059,icd10
3355,M08.87,icd10
3355,M08.029,icd10
3355,M08.072,icd10
3355,M08.871,icd10
3355,M08.031,icd10
3355,M08.07,icd10
3355,M08.98,icd10
3355,M08.879,icd10
3355,M08.829,icd10
3355,M08.0,icd10
3355,M08.019,icd10
3355,M08.01,icd10
3355,M08.061,icd10
3355,M08.94,icd10
3355,M08.839,icd10
3355,M08.052,icd10
3355,M08.969,icd10
3355,M08.849,icd10
3355,M08.03,icd10
3355,M08.869,icd10
3355,M08.942,icd10
3355,M08.832,icd10
3355,M08.012,icd10
3355,M08.8,icd10
3355,M08.05,icd10
3355,M08.821,icd10
3355,M08.841,icd10
3355,M08.02,icd10
3355,M08.952,icd10
3355,M08.021,icd10
3355,M08.04,icd10
3355,M08.959,icd10
3355,M08.051,icd10
3355,M08.09,icd10
3355,M08.822,icd10
3355,M08.81,icd10
3355,M08.84,icd10
3355,M08.93,icd10
3355,M08.852,icd10
3355,M08.811,icd10
3355,M08.842,icd10
3355,N94.6,icd10
6058,235595009,snomed
6058,42343007,snomed
6058,53741008,snomed
6058,79962008,snomed
6058,75478009,snomed
6058,119419001,snomed
6058,194828000,snomed
6058,K21,icd10
6058,I50.22,icd10
6058,I50.33,icd10
6058,I50.30,icd10
6058,I50.42,icd10
6058,I50.23,icd10
6058,I50.20,icd10
6058,I50.31,icd10
6058,I50.43,icd10
6058,I50.3,icd10
6058,I50.32,icd10
6058,I50.4,icd10
6058,I50.40,icd10
6058,I50.41,icd10
6058,I50.21,icd10
6058,I50.2,icd10
6058,I25.84,icd10
6058,I25.83,icd10
6058,K22.4,icd10
6058,T65,icd10
6058,I20.8,icd10
6058,I25.119,icd10
6058,I25.769,icd10
6058,I25.76,icd10
6058,I25.7,icd10
6058,I25.72,icd10
6058,I25.75,icd10
6058,I20,icd10
6058,I25.70,icd10
6058,I25.709,icd10
6058,I25.738,icd10
6058,I25.719,icd10
6058,I25.73,icd10
6058,I25.728,icd10
6058,I25.798,icd10
6058,I25.759,icd10
6058,I25.708,icd10
6058,I25.11,icd10
6058,I25.79,icd10
6058,I25.739,icd10
6058,I25.799,icd10
6058,I25.729,icd10
6058,I25.71,icd10
6058,I25.768,icd10
6058,I25.118,icd10
6058,I25.718,icd10
6058,I25.758,icd10
6058,I20.9,icd10
7646,53132006,snomed
7646,235595009,snomed
7646,196642007,snomed
7646,16331000,snomed
7646,16761005,snomed
7646,51868009,snomed
7646,K21,icd10
7646,R12,icd10
7646,K20.9,icd10
7646,K20.8,icd10
7646,K20,icd10
7646,K26,icd10
7646,K26.9,icd10
10829,56038003,snomed
10829,32398004,snomed
10829,186437007,snomed
10829,415125002,snomed
10829,87628006,snomed
10829,128984004,snomed
10829,71057007,snomed
10829,187192000,snomed
10829,68566005,snomed
10829,A49.0,icd10
10829,B95.8,icd10
10829,Z22.39,icd10
10829,B95.7,icd10
10829,J40,icd10
10829,B96.4,icd10
10829,A28.8,icd10
10829,Z20.818,icd10
10829,B96.89,icd10
10829,Z20.81,icd10
10829,A28,icd10
10829,B96.8,icd10
10829,A48.8,icd10
10829,A49.9,icd10
10829,A48,icd10
10829,A49,icd10
10829,A28.9,icd10
10829,A49.8,icd10
10829,B96.20,icd10
10829,Z20.01,icd10
10829,B96.2,icd10
10829,B96.29,icd10
10829,B58,icd10
10829,B58.8,icd10
10829,B58.89,icd10
10829,B58.9,icd10
10829,N39.0,icd10
10829,Z87.440,icd10
10689,22253000,snomed
10689,R52,icd10
10689,G89,icd10
4511,53165003,snomed
4511,190633005,snomed
4511,D53.1,icd10
2418,34000006,snomed
2418,126488004,snomed
2418,90688005,snomed
2418,203428004,snomed
2418,105980002,snomed
2418,200961000,snomed
2418,36976004,snomed
2418,126713003,snomed
2418,K50.913,icd10
2418,K50.9,icd10
2418,K50.90,icd10
2418,K50,icd10
2418,E20,icd10
2418,E20.9,icd10
2418,E20.8,icd10
140587,72900001,snomed
140587,69896004,snomed
140587,225655006,snomed
140587,9631008,snomed
140587,266599000,snomed
140587,M06.251,icd10
140587,M06.22,icd10
140587,M05.10,icd10
140587,M06,icd10
140587,M06.80,icd10
140587,M06.9,icd10
140587,M06.23,icd10
140587,M06.219,icd10
140587,M06.252,icd10
140587,M06.211,icd10
140587,M06.241,icd10
140587,M06.26,icd10
140587,M06.8,icd10
140587,M06.29,icd10
140587,M06.229,icd10
140587,M06.259,icd10
140587,M06.262,icd10
140587,M06.88,icd10
140587,M06.212,icd10
140587,M06.272,icd10
140587,M06.239,icd10
140587,M06.20,icd10
140587,M06.27,icd10
140587,M05.30,icd10
140587,M06.242,icd10
140587,M06.21,icd10
140587,M06.261,icd10
140587,M06.25,icd10
140587,M06.249,icd10
140587,M06.279,icd10
140587,M06.231,icd10
140587,M06.24,icd10
140587,M06.89,icd10
140587,M06.271,icd10
140587,M06.221,icd10
140587,M05.3,icd10
140587,M06.269,icd10
140587,M06.232,icd10
140587,M06.222,icd10
140587,M05,icd10
140587,M45.7,icd10
140587,M45.1,icd10
140587,M45.3,icd10
140587,M45.8,icd10
140587,M45,icd10
140587,M45.9,icd10
140587,M45.6,icd10
140587,M45.4,icd10
140587,M45.2,icd10
140587,M45.0,icd10
140587,M08.08,icd10
140587,M45.5,icd10
140587,M08.28,icd10
140587,N94.6,icd10
6809,44054006,snomed
6809,E11.52,icd10
6809,E11.621,icd10
6809,E11.8,icd10
6809,E11.649,icd10
6809,E11.10,icd10
6809,E11.22,icd10
6809,E11.638,icd10
6809,E11.1,icd10
6809,E11.630,icd10
6809,E11.69,icd10
6809,E11.63,icd10
6809,E11.37,icd10
6809,E11.00,icd10
6809,E11.37X2,icd10
6809,E11.37X9,icd10
6809,E11.6,icd10
6809,E11,icd10
6809,E11.65,icd10
6809,E11.64,icd10
6809,E11.0,icd10
6809,E11.37X3,icd10
6809,E11.37X1,icd10
6835,3716002,snomed
6835,29028009,snomed
6835,E05.81,icd10
6835,E05.91,icd10
10582,43153006,snomed
10582,66944004,snomed
10582,3716002,snomed
10582,90739004,snomed
10582,127018007,snomed
10582,E06.3,icd10
10582,E05.80,icd10
10582,E05.90,icd10
10582,E05.9,icd10
10582,E05.8,icd10
88249,38103000,snomed
88249,195967001,snomed
88249,J45.9,icd10
88249,J45,icd10
88249,J45.90,icd10
88249,J45.99,icd10
88249,J45.998,icd10
8120,22253000,snomed
8120,R52,icd10
8120,G89,icd10
6916,42343007,snomed
6916,38341003,snomed
6916,20741006,snomed
6916,52254009,snomed
6916,I50.22,icd10
6916,I50.33,icd10
6916,I50.30,icd10
6916,I50.42,icd10
6916,I50.23,icd10
6916,I50.20,icd10
6916,I50.31,icd10
6916,I50.43,icd10
6916,I50.3,icd10
6916,I50.32,icd10
6916,I50.4,icd10
6916,I50.40,icd10
6916,I50.41,icd10
6916,I50.21,icd10
6916,I50.2,icd10
6916,N04.9,icd10
6916,Z87.441,icd10
6916,N04.8,icd10
6916,N04,icd10
77492,367483003,snomed
69749,42343007,snomed
69749,38341003,snomed
69749,197605007,snomed
69749,I50.22,icd10
69749,I50.33,icd10
69749,I50.30,icd10
69749,I50.42,icd10
69749,I50.23,icd10
69749,I50.20,icd10
69749,I50.31,icd10
69749,I50.43,icd10
69749,I50.3,icd10
69749,I50.32,icd10
69749,I50.4,icd10
69749,I50.40,icd10
69749,I50.41,icd10
69749,I50.21,icd10
69749,I50.2,icd10
5640,69896004,snomed
5640,90560007,snomed
5640,225655006,snomed
5640,84017003,snomed
5640,9631008,snomed
5640,386692008,snomed
5640,23583003,snomed
5640,50177009,snomed
5640,410795001,snomed
5640,266599000,snomed
5640,213299007,snomed
5640,82639001,snomed
5640,M06.251,icd10
5640,M06.22,icd10
5640,M05.10,icd10
5640,M06,icd10
5640,M06.80,icd10
5640,M06.9,icd10
5640,M06.23,icd10
5640,M06.219,icd10
5640,M06.252,icd10
5640,M06.211,icd10
5640,M06.241,icd10
5640,M06.26,icd10
5640,M06.8,icd10
5640,M06.29,icd10
5640,M06.229,icd10
5640,M06.259,icd10
5640,M06.262,icd10
5640,M06.88,icd10
5640,M06.212,icd10
5640,M06.272,icd10
5640,M06.239,icd10
5640,M06.20,icd10
5640,M06.27,icd10
5640,M05.30,icd10
5640,M06.242,icd10
5640,M06.21,icd10
5640,M06.261,icd10
5640,M06.25,icd10
5640,M06.249,icd10
5640,M06.279,icd10
5640,M06.231,icd10
5640,M06.24,icd10
5640,M06.89,icd10
5640,M06.271,icd10
5640,M06.221,icd10
5640,M05.3,icd10
5640,M06.269,icd10
5640,M06.232,icd10
5640,M06.222,icd10
5640,M05,icd10
5640,M1A,icd10
5640,M10.9,icd10
5640,M10,icd10
5640,M1A.9,icd10
5640,M71.50,icd10
5640,M71.5,icd10
5640,M06.2,icd10
5640,M71.58,icd10
5640,M06.20,icd10
5640,M06.28,icd10
5640,M71.1,icd10
5640,M71.18,icd10
5640,M71.10,icd10
5640,M45.7,icd10
5640,M45.1,icd10
5640,M45.3,icd10
5640,M45.8,icd10
5640,M45,icd10
5640,M45.9,icd10
5640,M45.6,icd10
5640,M45.4,icd10
5640,M45.2,icd10
5640,M45.0,icd10
5640,M08.08,icd10
5640,M45.5,icd10
5640,M08.28,icd10
5640,N92.4,icd10
5640,M08.032,icd10
5640,M08.90,icd10
5640,M08.911,icd10
5640,M08.042,icd10
5640,M08.80,icd10
5640,M08.862,icd10
5640,M08.932,icd10
5640,M08.861,icd10
5640,M08.97,icd10
5640,M08.08,icd10
5640,M08.062,icd10
5640,M08.972,icd10
5640,M08.872,icd10
5640,M08.831,icd10
5640,M08.931,icd10
5640,M08.939,icd10
5640,M08.921,icd10
5640,M08.039,icd10
5640,M08.819,icd10
5640,M08.049,icd10
5640,M08.011,icd10
5640,M08.079,icd10
5640,M08.041,icd10
5640,M08.951,icd10
5640,M08.929,icd10
5640,M08.962,icd10
5640,M08.812,icd10
5640,M08.99,icd10
5640,M08.949,icd10
5640,M08.941,icd10
5640,M08.89,icd10
5640,M08.971,icd10
5640,M08.88,icd10
5640,M08.91,icd10
5640,M08.022,icd10
5640,M08.859,icd10
5640,M08.06,icd10
5640,M08.9,icd10
5640,M08.071,icd10
5640,M08.00,icd10
5640,M08.912,icd10
5640,M08.851,icd10
5640,M08.919,icd10
5640,M08.922,icd10
5640,M08.069,icd10
5640,M08.961,icd10
5640,M08.979,icd10
5640,M08.059,icd10
5640,M08.87,icd10
5640,M08.029,icd10
5640,M08.072,icd10
5640,M08.871,icd10
5640,M08.031,icd10
5640,M08.07,icd10
5640,M08.98,icd10
5640,M08.879,icd10
5640,M08.829,icd10
5640,M08.0,icd10
5640,M08.019,icd10
5640,M08.01,icd10
5640,M08.061,icd10
5640,M08.94,icd10
5640,M08.839,icd10
5640,M08.052,icd10
5640,M08.969,icd10
5640,M08.849,icd10
5640,M08.03,icd10
5640,M08.869,icd10
5640,M08.942,icd10
5640,M08.832,icd10
5640,M08.012,icd10
5640,M08.8,icd10
5640,M08.05,icd10
5640,M08.821,icd10
5640,M08.841,icd10
5640,M08.02,icd10
5640,M08.952,icd10
5640,M08.021,icd10
5640,M08.04,icd10
5640,M08.959,icd10
5640,M08.051,icd10
5640,M08.09,icd10
5640,M08.822,icd10
5640,M08.81,icd10
5640,M08.84,icd10
5640,M08.93,icd10
5640,M08.852,icd10
5640,M08.811,icd10
5640,M08.842,icd10
5640,N94.6,icd10
5640,N94.3,icd10
7417,38341003,snomed
7417,87343002,snomed
6915,235595009,snomed
6915,1488000,snomed
6915,235675006,snomed
6915,K21,icd10
6915,K31.84,icd10
25037,90176007,snomed
25037,128936008,snomed
25037,56038003,snomed
25037,32398004,snomed
25037,186437007,snomed
25037,53084003,snomed
25037,36971009,snomed
25037,87628006,snomed
25037,65363002,snomed
25037,71057007,snomed
25037,41659003,snomed
25037,85769006,snomed
25037,A49.0,icd10
25037,B95.8,icd10
25037,Z22.39,icd10
25037,B95.7,icd10
25037,J40,icd10
25037,B96.4,icd10
25037,J15.9,icd10
25037,J15.8,icd10
25037,J15,icd10
25037,A28.8,icd10
25037,Z20.818,icd10
25037,B96.89,icd10
25037,Z20.81,icd10
25037,A28,icd10
25037,B96.8,icd10
25037,A48.8,icd10
25037,A49.9,icd10
25037,A48,icd10
25037,A49,icd10
25037,A28.9,icd10
25037,A49.8,icd10
25037,H66,icd10
25037,H66.9,icd10
25037,H67.3,icd10
25037,H66.90,icd10
25037,H66.91,icd10
25037,H67.9,icd10
25037,H67.1,icd10
25037,H67.2,icd10
25037,H66.92,icd10
25037,H66.93,icd10
25037,H67,icd10
25037,B96.20,icd10
25037,Z20.01,icd10
25037,B96.2,icd10
25037,B96.29,icd10
25037,A49.1,icd10
25037,B95.4,icd10
25037,B95.5,icd10
2409,42343007,snomed
2409,38341003,snomed
2409,236391006,snomed
2409,19943007,snomed
2409,266553002,snomed
2409,20741006,snomed
2409,52254009,snomed
2409,I50.22,icd10
2409,I50.33,icd10
2409,I50.30,icd10
2409,I50.42,icd10
2409,I50.23,icd10
2409,I50.20,icd10
2409,I50.31,icd10
2409,I50.43,icd10
2409,I50.3,icd10
2409,I50.32,icd10
2409,I50.4,icd10
2409,I50.40,icd10
2409,I50.41,icd10
2409,I50.21,icd10
2409,I50.2,icd10
2409,K74.6,icd10
2409,P78.81,icd10
2409,K74.69,icd10
2409,K74.60,icd10
2409,N04.9,icd10
2409,Z87.441,icd10
2409,N04.8,icd10
2409,N04,icd10
7804,213299007,snomed
2599,7461003,snomed
2599,221360009,snomed
2599,62315008,snomed
2599,23986001,snomed
2599,38341003,snomed
2599,5158005,snomed
2599,53827007,snomed
2599,198436008,snomed
2599,266599000,snomed
2599,F90.1,icd10
2599,R19.7,icd10
2599,H40.8,icd10
2599,H40.9,icd10
2599,H40.89,icd10
2599,H40,icd10
2599,F95.2,icd10
2599,N94.6,icd10
29046,22298006,snomed
29046,42343007,snomed
29046,38341003,snomed
29046,197605007,snomed
29046,I21.A9,icd10
29046,I21.A,icd10
29046,I21.A1,icd10
29046,I50.22,icd10
29046,I50.33,icd10
29046,I50.30,icd10
29046,I50.42,icd10
29046,I50.23,icd10
29046,I50.20,icd10
29046,I50.31,icd10
29046,I50.43,icd10
29046,I50.3,icd10
29046,I50.32,icd10
29046,I50.4,icd10
29046,I50.40,icd10
29046,I50.41,icd10
29046,I50.21,icd10
29046,I50.2,icd10
3322,221360009,snomed
3322,371631005,snomed
3322,230456007,snomed
3322,8635005,snomed
3322,G40.B01,icd10
3322,G40.101,icd10
3322,G40.A01,icd10
3322,G40.001,icd10
3322,G40.A11,icd10
3322,G40.201,icd10
3322,G40.821,icd10
3322,G40.811,icd10
3322,G40.B11,icd10
3322,G40.901,icd10
3322,G40.801,icd10
3322,F10.231,icd10
61381,58214004,snomed
61381,69322001,snomed
61381,13746004,snomed
61381,F20.9,icd10
61381,F20,icd10
61381,F20.8,icd10
61381,F20.89,icd10
61381,F28,icd10
61381,F29,icd10
61381,F31.9,icd10
61381,F31.8,icd10
61381,F31,icd10
61381,F31.89,icd10
114477,230381009,snomed
114477,352818000,snomed
114477,6204001,snomed
114477,84757009,snomed
114477,G40.B09,icd10
114477,G40.B,icd10
114477,G40.B01,icd10
114477,G40.B0,icd10
114477,G40,icd10
114477,G40.90,icd10
114477,G40.802,icd10
114477,G40.9,icd10
114477,G40.80,icd10
114477,G40.909,icd10
114477,G40.8,icd10
18631,90176007,snomed
18631,56038003,snomed
18631,95896000,snomed
18631,105629000,snomed
18631,108365000,snomed
18631,111812000,snomed
18631,87628006,snomed
18631,65363002,snomed
18631,31822004,snomed
18631,46970008,snomed
18631,41659003,snomed
18631,85769006,snomed
18631,A49.0,icd10
18631,B95.8,icd10
18631,Z22.39,icd10
18631,B95.7,icd10
18631,B64,icd10
18631,B60,icd10
18631,B60.8,icd10
18631,A74.8,icd10
18631,A74,icd10
18631,A56.1,icd10
18631,A56,icd10
18631,A74.89,icd10
18631,A74.9,icd10
18631,A28.8,icd10
18631,Z20.818,icd10
18631,B96.89,icd10
18631,Z20.81,icd10
18631,A28,icd10
18631,B96.8,icd10
18631,A48.8,icd10
18631,A49.9,icd10
18631,A48,icd10
18631,A49,icd10
18631,A28.9,icd10
18631,A49.8,icd10
18631,H66,icd10
18631,H66.9,icd10
18631,H67.3,icd10
18631,H66.90,icd10
18631,H66.91,icd10
18631,H67.9,icd10
18631,H67.1,icd10
18631,H67.2,icd10
18631,H66.92,icd10
18631,H66.93,icd10
18631,H67,icd10
18631,N34.2,icd10
18631,J15.7,icd10
18631,A49.1,icd10
18631,B95.4,icd10
18631,B95.5,icd10
6845,55300003,snomed
6845,22253000,snomed
6845,203110007,snomed
6845,276202003,snomed
6845,45352006,snomed
6845,16046003,snomed
6845,R52,icd10
6845,G89,icd10
6845,M62.83,icd10
6845,M62.831,icd10
6845,R25.2,icd10
6845,M62.838,icd10
816346,235595009,snomed
816346,16331000,snomed
816346,57643001,snomed
816346,K21,icd10
816346,R12,icd10
301542,302870006,snomed
301542,13644009,snomed
301542,53741008,snomed
301542,3744001,snomed
301542,I25.84,icd10
301542,I25.83,icd10
301542,Z83.430,icd10
161,22253000,snomed
161,50177009,snomed
161,R52,icd10
161,G89,icd10
8356,69896004,snomed
8356,23346002,snomed
8356,225655006,snomed
8356,9631008,snomed
8356,23583003,snomed
8356,M06.251,icd10
8356,M06.22,icd10
8356,M05.10,icd10
8356,M06,icd10
8356,M06.80,icd10
8356,M06.9,icd10
8356,M06.23,icd10
8356,M06.219,icd10
8356,M06.252,icd10
8356,M06.211,icd10
8356,M06.241,icd10
8356,M06.26,icd10
8356,M06.8,icd10
8356,M06.29,icd10
8356,M06.229,icd10
8356,M06.259,icd10
8356,M06.262,icd10
8356,M06.88,icd10
8356,M06.212,icd10
8356,M06.272,icd10
8356,M06.239,icd10
8356,M06.20,icd10
8356,M06.27,icd10
8356,M05.30,icd10
8356,M06.242,icd10
8356,M06.21,icd10
8356,M06.261,icd10
8356,M06.25,icd10
8356,M06.249,icd10
8356,M06.279,icd10
8356,M06.231,icd10
8356,M06.24,icd10
8356,M06.89,icd10
8356,M06.271,icd10
8356,M06.221,icd10
8356,M05.3,icd10
8356,M06.269,icd10
8356,M06.232,icd10
8356,M06.222,icd10
8356,M05,icd10
8356,M45.7,icd10
8356,M45.1,icd10
8356,M45.3,icd10
8356,M45.8,icd10
8356,M45,icd10
8356,M45.9,icd10
8356,M45.6,icd10
8356,M45.4,icd10
8356,M45.2,icd10
8356,M45.0,icd10
8356,M08.08,icd10
8356,M45.5,icd10
8356,M08.28,icd10
36117,4386001,snomed
36117,195967001,snomed
36117,J45.9,icd10
36117,J45,icd10
36117,J45.90,icd10
36117,J45.99,icd10
36117,J45.998,icd10
8183,352818000,snomed
8183,230456007,snomed
8183,84757009,snomed
8183,193000002,snomed
8183,G40.B01,icd10
8183,G40.101,icd10
8183,G40.A01,icd10
8183,G40.001,icd10
8183,G40.A11,icd10
8183,G40.201,icd10
8183,G40.821,icd10
8183,G40.811,icd10
8183,G40.B11,icd10
8183,G40.901,icd10
8183,G40.801,icd10
8183,G40,icd10
8183,G40.90,icd10
8183,G40.802,icd10
8183,G40.9,icd10
8183,G40.80,icd10
8183,G40.909,icd10
8183,G40.8,icd10
17128,235595009,snomed
17128,53132006,snomed
17128,196642007,snomed
17128,16761005,snomed
17128,51868009,snomed
17128,K21,icd10
17128,K20.9,icd10
17128,K20.8,icd10
17128,K20,icd10
17128,K26,icd10
17128,K26.9,icd10
435,4386001,snomed
435,195967001,snomed
435,J45.9,icd10
435,J45,icd10
435,J45.90,icd10
435,J45.99,icd10
435,J45.998,icd10
20352,22298006,snomed
20352,42343007,snomed
20352,38341003,snomed
20352,194828000,snomed
20352,I21.A9,icd10
20352,I21.A,icd10
20352,I21.A1,icd10
20352,I50.22,icd10
20352,I50.33,icd10
